REQUEST_ID,CREATED_ON,REQUEST_TYPE,REQUEST_ORIGIN,STATUS,DEPARTMENT,NEIGHBORHOOD,COUNCIL_DISTRICT,WARD,TRACT,PUBLIC_WORKS_DIVISION,PLI_DIVISION,POLICE_ZONE,FIRE_ZONE,X,Y,GEO_ACCURACY
297861,2018-10-29T08:38:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",Manchester,6,21,42003210700,1,21,1,8-Jan,-80.0269112,40.4552764,EXACT
297860,2018-10-29T08:23:00,Building Maintenance,Control Panel,3,"Permits, Licenses and Inspections",Upper Hill,6,5,42003050600,3,5,2,22-Feb,-79.96157227,40.45241624,APPROXIMATE
297859,2018-10-29T08:20:00,Building Without a Permit,Control Panel,3,"Permits, Licenses and Inspections",Central Lawrenceville,7,9,42003090200,2,9,2,3-Mar,-79.96014341,40.46854556,APPROXIMATE
297857,2018-10-29T08:15:00,Litter,Call Center,0,DPW - Street Maintenance,Central Business District,6,2,42003020100,6,2,2,3-Jan,-80.0002635,40.4432402,EXACT
297858,2018-10-29T08:15:00,Utility Pole,Call Center,0,DOMI - Permits,Perry North,1,26,42003260200,1,26,1,15-Jan,-80.0164417,40.4867995,EXACT
297856,2018-10-29T08:14:00,Sinkhole,Call Center,1,DPW - Street Maintenance,Homewood North,9,13,42003130100,2,13,5,18-Mar,-79.8976123,40.4633964,EXACT
297855,2018-10-29T08:13:00,Employment/Hiring,Email,0,PCSC,,,,,,,,,,,OUT_OF_BOUNDS
297854,2018-10-29T08:10:00,Dead Animal,Call Center,3,Animal Care & Control,Brighton Heights,1,27,42003270100,1,27,1,14-Jan,-80.044699,40.4874,EXACT
297853,2018-10-29T08:08:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Beechview,4,19,42003191600,5,19,6,28-Apr,-80.022825,40.414076,EXACT
297852,2018-10-29T08:07:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Perry North,1,26,42003260200,1,26,1,15-Jan,-80.02445133,40.49179002,APPROXIMATE
297851,2018-10-29T08:06:00,Dead Animal,Call Center,0,Animal Care & Control,East Liberty,9,11,42003111500,2,11,5,8-Mar,-79.9286926,40.4651712,EXACT
297850,2018-10-29T08:03:00,"Litter Can, Public",Call Center,0,DPW - Street Maintenance,Crawford-Roberts,6,3,42003030500,6,3,2,1-Feb,-79.986001,40.4410294,EXACT
297849,2018-10-29T08:00:00,Drug Enforcement,Website,0,Police - Zones 1-6,Esplen,2,20,42003562500,5,20,6,27-Jan,-80.05667495,40.46217939,APPROXIMATE
297848,2018-10-29T07:48:00,Unpermitted Electrical Work,Control Panel,3,"Permits, Licenses and Inspections",Central Northside,1,22,42003220600,1,22,1,21-Jan,-80.01223992,40.45539854,APPROXIMATE
297847,2018-10-28T23:18:00,"Traffic or Pedestrian Signal, Repair",Website,3,DOMI - TrafficShop,East Liberty,7,8,42003080700,2,8,5,23-Mar,-79.9337966,40.4583616,EXACT
297846,2018-10-28T22:23:00,Dead Animal,Website,1,Animal Care & Control,Carrick,4,29,42003290200,3,29,3,12-Apr,-79.9834,40.39145,EXACT
297845,2018-10-28T21:26:00,Leak,Website,1,311,Bluff,6,1,42003010300,3,1,2,1-Feb,-79.9816017,40.4372132,EXACT
297844,2018-10-28T20:53:00,Utility Cut - Other,Website,3,DOMI - Permits,South Side Flats,3,17,42003170200,3,17,3,24-Apr,-79.9796028,40.4301888,EXACT
297843,2018-10-28T20:51:00,Utility Cut - Other,Website,0,DOMI - Permits,South Side Flats,3,17,42003170200,3,17,3,24-Apr,-79.98038899,40.42992294,EXACT
297842,2018-10-28T20:18:00,Street Light - Repair,Report2Gov iOS,0,Allegheny City Electric,East Liberty,9,11,42003111500,2,11,5,8-Mar,-79.922424,40.461575,EXACT
297841,2018-10-28T18:35:00,Potholes,Report2Gov iOS,3,DPW - Street Maintenance,Shadyside,7,8,42003070900,2,8,4,1-Mar,-79.942833,40.455605,EXACT
297840,2018-10-28T17:52:00,"Litter Can, Public",Website,3,DPW - Street Maintenance,Central Lawrenceville,7,9,42003090100,2,9,2,3-Mar,-79.9617556,40.4705089,EXACT
297839,2018-10-28T17:49:00,Early Set Out,Website,0,DPW - Refuse,Central Lawrenceville,7,9,42003090100,2,9,2,5-Mar,-79.95855389,40.47661881,APPROXIMATE
297838,2018-10-28T17:48:00,Refuse Violations,Website,1,DPW - Refuse,Morningside,7,10,42003101400,2,10,5,7-Mar,-79.92830078,40.48431477,APPROXIMATE
297837,2018-10-28T17:43:00,Litter,Website,3,DPW - Street Maintenance,Morningside,7,10,42003101400,2,10,5,7-Mar,-79.928073,40.483681,EXACT
297836,2018-10-28T15:31:00,City Facility,Report2Gov iOS,3,DPW - Facilities,Overbrook,4,32,42003320700,5,32,3,25-Apr,-79.9952644,40.3846843,EXACT
297835,2018-10-28T15:29:00,Illegal Parking,Website,0,Police - Zones 1-6,South Oakland,6,4,42003040900,3,4,4,10-Feb,-79.96262194,40.43556436,APPROXIMATE
297834,2018-10-28T15:19:00,Mayor's Office,Website,0,311,Swisshelm Park,5,14,42003141100,3,14,4,19-Feb,-79.90518762,40.42052635,APPROXIMATE
297833,2018-10-28T15:04:00,Potholes,Website,0,DPW - Street Maintenance,Overbrook,4,32,42003320400,5,32,3,23-Apr,-79.9942972,40.3892931,EXACT
297832,2018-10-28T14:31:00,Crossing Guards,Website,0,School Guards,Bluff,6,1,42003010300,3,1,2,1-Feb,-79.9763931,40.4363944,EXACT
297831,2018-10-28T13:56:00,Weeds/Debris,Website,3,"Permits, Licenses and Inspections",Shadyside,8,7,42003070300,2,7,4,22-Mar,-79.93504,40.45119,EXACT
297830,2018-10-28T13:50:00,Couch on Porch,Website,3,"Permits, Licenses and Inspections",East Liberty,9,11,42003111300,2,11,5,8-Mar,-79.92888825,40.47058833,APPROXIMATE
297829,2018-10-28T13:31:00,Potholes,Website,3,DPW - Street Maintenance,Bedford Dwellings,7,6,42003050900,3,6,2,24-Feb,-79.9660377,40.4556477,EXACT
297828,2018-10-28T13:30:00,Abandoned Vehicle (parked on street),Website,0,Police - AVU,Stanton Heights,7,10,42003101800,2,10,5,7-Mar,-79.93926776,40.48579553,APPROXIMATE
297827,2018-10-28T13:27:00,Abandoned Vehicle (parked on street),Website,0,Police - AVU,Upper Lawrenceville,7,10,42003101100,2,10,2,5-Mar,-79.95165399,40.47963918,APPROXIMATE
297826,2018-10-28T13:00:00,Mayor's Office,Website,3,311,Central Business District,6,2,42003020100,6,2,2,4-Jan,-79.99585859,40.43947467,APPROXIMATE
297825,2018-10-28T12:29:00,Nuisance Bar,Website,0,Police - Narcotics,Strip District,7,2,42003020300,6,2,2,25-Feb,-79.98010955,40.45428975,APPROXIMATE
297824,2018-10-28T11:51:00,Port A Potty,Report2Gov iOS,0,DPW - Street Maintenance,Central Northside,1,22,42003220600,1,22,1,21-Jan,-80.007484,40.455887,EXACT
297823,2018-10-28T11:39:00,Excessive Noise/Disturbances,Website,0,Police - Zones 1-6,Strip District,7,2,42003020300,6,2,2,25-Feb,-79.98003437,40.45395494,APPROXIMATE
297822,2018-10-28T09:40:00,Noise,Website,0,Police - Zones 1-6,Bloomfield,7,8,42003080400,2,8,5,1-Mar,-79.94395216,40.45753302,APPROXIMATE
297821,2018-10-28T09:10:00,Sidewalk Obstruction,Website,0,DOMI - Permits,Shadyside,8,7,42003070500,2,7,4,11-Mar,-79.9295217,40.4560928,EXACT
297820,2018-10-28T09:06:00,Early Set Out,Website,0,DPW - Refuse,Bon Air,4,18,42003562400,5,18,3,7-Apr,-79.99982096,40.40805784,APPROXIMATE
297819,2018-10-28T07:53:00,Early Set Out,Website,0,DPW - Refuse,East Allegheny,1,23,42003563200,1,23,1,5-Jan,-79.99710583,40.45752206,APPROXIMATE
297818,2018-10-28T07:35:00,Health Hazard,Website,0,ACHD - Housing,Northview Heights,1,26,42003260900,1,26,1,13-Jan,-80.00118949,40.47799083,APPROXIMATE
297817,2018-10-28T03:03:00,Other,Report2Gov iOS,1,311,South Side Flats,3,17,42003170200,3,17,3,24-Apr,-79.98512007,40.427359,APPROXIMATE
297816,2018-10-28T03:01:00,Other,Report2Gov iOS,1,311,South Side Flats,3,17,42003170200,3,17,3,24-Apr,-79.98510745,40.42725698,APPROXIMATE
297815,2018-10-28T02:52:00,Excessive Noise/Disturbances,Website,0,Police - Zones 1-6,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,-79.92111652,40.43115892,APPROXIMATE
297814,2018-10-28T01:57:00,Electrical Violation,Website,3,"Permits, Licenses and Inspections",Beechview,4,19,42003191600,5,19,6,28-Apr,-80.02136635,40.41195184,APPROXIMATE
297813,2018-10-27T23:42:00,Nuisance Bar,Website,0,Police - Narcotics,Strip District,7,2,42003020300,6,2,2,25-Feb,-79.98032614,40.45412093,APPROXIMATE
297812,2018-10-27T22:16:00,Excessive Noise/Disturbances,Website,0,Police - Zones 1-6,Duquesne Heights,2,19,42003191100,5,19,3,1-Apr,-80.02306586,40.43321234,APPROXIMATE
297811,2018-10-27T22:14:00,"Graffiti, Documentation",Website,0,Police - Zones 1-6,Polish Hill,7,6,42003060500,6,6,2,6-Feb,-79.9604064,40.4582386,EXACT
297810,2018-10-27T20:31:00,Street Light - Repair,Website,0,Allegheny City Electric,Homewood West,9,12,42003120700,2,12,5,18-Mar,-79.9003021,40.4618804,EXACT
297809,2018-10-27T20:29:00,Abandoned Vehicle,Report2Gov Android,0,Police - AVU,Squirrel Hill North,8,14,42003140300,3,14,4,18-Feb,-79.91451957,40.4445524,APPROXIMATE
297808,2018-10-27T19:48:00,Utility Cut - PWSA,Report2Gov iOS,0,Pittsburgh Water and Sewer Authority,East Liberty,9,11,42003111300,2,11,5,8-Mar,-79.92366,40.469524,EXACT
297807,2018-10-27T19:24:00,Nuisance Bar,Website,0,Police - Narcotics,Brookline,4,19,42003191800,5,19,6,26-Apr,-80.02056294,40.39211317,APPROXIMATE
297806,2018-10-27T19:09:00,Replace/Repair a Sign,Website,3,DOMI - TrafficShop,Fineview,6,26,42003250900,1,26,1,22-Jan,-80.00439007,40.46658914,EXACT
297805,2018-10-27T17:17:00,Replace/Repair Sign,Report2Gov Android,3,DOMI - TrafficShop,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,-79.91673237,40.43057519,APPROXIMATE
297804,2018-10-27T15:09:00,Illegal Parking,Website,0,Police - Zones 1-6,South Shore,2,19,42003980700,5,19,3,2-Apr,-80.00761036,40.43476795,APPROXIMATE
297803,2018-10-27T15:08:00,Sidewalk Obstruction,Website,0,DOMI - Permits,East Allegheny,1,23,42003563200,1,23,1,5-Jan,-79.99691291,40.45429722,EXACT
297802,2018-10-27T13:15:00,Abandoned Vehicle (parked on street),Website,0,Police - AVU,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,-79.98553438,40.44439047,APPROXIMATE
297801,2018-10-27T12:33:00,Broken Sidewalk,Website,3,"Permits, Licenses and Inspections",Central Business District,6,2,42003020100,6,2,2,3-Jan,-79.99728,40.44341,EXACT
297800,2018-10-27T11:57:00,Other,Report2Gov iOS,1,311,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,-79.93945362,40.47809045,APPROXIMATE
297799,2018-10-27T10:31:00,Landslide,Website,0,DOMI - Construction,West End,2,20,42003562600,5,20,6,17-Jan,-80.03182,40.43397,EXACT
297798,2018-10-27T09:22:00,Other,Report2Gov iOS,1,311,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,-79.93919921,40.4781209,APPROXIMATE
297797,2018-10-27T08:23:00,Illegal Parking,Website,0,Police - Zones 1-6,Larimer,9,12,42003120800,2,12,5,12-Mar,-79.91236728,40.46171116,APPROXIMATE
297796,2018-10-26T23:13:00,Nuisance Bar,Website,0,Police - Narcotics,Strip District,7,2,42003020300,6,2,2,25-Feb,-79.98016469,40.45405605,APPROXIMATE
297795,2018-10-26T22:59:00,Other,Report2Gov iOS,1,311,North Oakland,8,4,42003982200,3,4,4,7-Feb,-79.95494147,40.44467414,APPROXIMATE
297794,2018-10-26T22:08:00,Potholes,Report2Gov Android,0,DPW - Street Maintenance,Mount Washington,3,18,42003191400,5,18,3,27-Apr,-79.99861356,40.42889984,EXACT
297793,2018-10-26T21:29:00,Excessive Noise/Disturbances,Website,0,Police - Zones 1-6,Strip District,7,2,42003020300,6,2,2,25-Feb,-79.980302,40.45411049,APPROXIMATE
297792,2018-10-26T21:19:00,Overgrowth,Control Panel,3,DPW - Street Maintenance,Lincoln Place,5,31,42003310200,3,31,4,20-Apr,-79.9156729,40.37352865,EXACT
297791,2018-10-26T17:44:00,Traffic,Call Center,3,DOMI - Traffic,Spring Hill-City View,1,26,42003262000,1,26,1,11-Jan,-79.9982462,40.4685589,EXACT
297790,2018-10-26T17:39:00,Traffic,Call Center,3,DOMI - Traffic,Point Breeze,9,14,42003140600,3,14,4,14-Mar,-79.9037629,40.4499964,EXACT
297789,2018-10-26T17:28:00,Litter,Website,0,DPW - Street Maintenance,North Shore,1,22,42003981200,6,22,1,7-Jan,-80.00459041,40.44909252,EXACT
297788,2018-10-26T17:11:00,Illegal Parking,Call Center,0,Police - Zones 1-6,Mount Washington,3,18,42003180700,5,18,3,5-Apr,-80.00086207,40.42466564,APPROXIMATE
297787,2018-10-26T17:10:00,Potholes,Call Center,0,DPW - Street Maintenance,Summer Hill,1,26,42003261200,1,26,1,15-Jan,-80.004876,40.4852458,EXACT
297786,2018-10-26T17:07:00,Missed Blue Bag,Call Center,0,DPW - Refuse,Mount Washington,3,18,42003180700,5,18,3,5-Apr,-80.0009198,40.42672647,APPROXIMATE
297785,2018-10-26T17:06:00,Dead Tree (3TB),Call Center,0,DPW - Construction Division,South Side Slopes,3,17,42003170600,3,17,3,3-Apr,-79.98052518,40.42238443,APPROXIMATE
297784,2018-10-26T17:03:00,Replace/Repair a Sign,Website,3,DOMI - TrafficShop,Central Business District,6,1,42003020100,6,1,2,4-Jan,-79.9966742,40.4368168,EXACT
297783,2018-10-26T16:43:00,Early Trash Set Out,Website,0,DPW - Refuse,South Oakland,6,4,42003040900,3,4,4,10-Feb,-79.96302769,40.43551834,APPROXIMATE
297782,2018-10-26T16:39:00,Brick/Block or Concrete Slab Repair,Call Center,0,DPW - Construction Division,Brighton Heights,1,27,42003270100,1,27,1,14-Jan,-80.0394121,40.4849571,EXACT
297781,2018-10-26T16:23:00,"Permits, Licenses and Inspections",Website,0,"Permits, Licenses and Inspections",Point Breeze North,9,14,42003140500,2,14,4,14-Mar,-79.90587271,40.45425568,APPROXIMATE
297780,2018-10-26T16:19:00,"Sidewalk, Overgrowth/Obstruction",Website,0,DOMI - Permits,Central Business District,6,2,42003020100,6,2,2,3-Jan,-79.997748,40.4414483,EXACT
297779,2018-10-26T16:17:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",Knoxville,3,30,42003300100,5,30,3,21-Apr,-79.9966402,40.4177586,EXACT
297778,2018-10-26T16:14:00,Potholes,Call Center,3,DPW - Street Maintenance,Lower Lawrenceville,7,8,42003060300,2,8,2,1-Mar,-79.9561659,40.4613015,EXACT
297777,2018-10-26T16:08:00,Potholes,Call Center,3,DPW - Street Maintenance,Upper Lawrenceville,7,10,42003101100,2,10,2,5-Mar,-79.9517691,40.4785167,EXACT
297776,2018-10-26T16:05:00,Abandoned Vehicle (parked on street),Call Center,3,Police - AVU,Beechview,4,19,42003191600,5,19,6,28-Apr,-80.02446876,40.41364722,APPROXIMATE
297775,2018-10-26T15:58:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",South Side Flats,3,17,42003170200,3,17,3,2-Apr,-79.9944472,40.4292845,EXACT
297774,2018-10-26T15:58:00,Smoke detectors,Call Center,1,Fire Bureau,Greenfield,5,15,42003151600,3,15,4,12-Feb,-79.94589966,40.42698167,APPROXIMATE
297773,2018-10-26T15:57:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",South Side Flats,3,16,42003160900,3,16,3,24-Apr,-79.9763491,40.4275961,EXACT
297772,2018-10-26T15:56:00,Thank You - DOMI,Call Center,1,DOMIAdministration,East Hills,9,13,42003130600,2,13,5,17-Mar,-79.88190354,40.45207743,APPROXIMATE
297771,2018-10-26T15:43:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Upper Lawrenceville,7,10,42003101100,2,10,2,5-Mar,-79.95181004,40.47971361,APPROXIMATE
297770,2018-10-26T15:40:00,Junk Vehicles,Website,3,"Permits, Licenses and Inspections",Bluff,6,1,42003010300,3,1,2,1-Feb,-79.9778409,40.43740073,APPROXIMATE
297769,2018-10-26T15:32:00,Illegal Parking,Report2Gov iOS,0,Police - Zones 1-6,Allegheny Center,1,22,42003562700,1,22,1,6-Jan,-80.00513952,40.45234423,APPROXIMATE
297767,2018-10-26T15:31:00,Illegal Parking,Report2Gov iOS,0,Police - Zones 1-6,Allegheny Center,1,22,42003562700,1,22,1,6-Jan,-80.00481764,40.45226586,APPROXIMATE
297768,2018-10-26T15:31:00,Illegal Parking,Report2Gov iOS,0,Police - Zones 1-6,Allegheny Center,1,22,42003562700,1,22,1,6-Jan,-80.00517395,40.45221931,APPROXIMATE
297766,2018-10-26T15:23:00,Utility Cut - PWSA,Control Panel,1,Pittsburgh Water and Sewer Authority,West Oakland,6,4,42003040200,3,4,4,10-Feb,-79.9651592,40.4417819,EXACT
297765,2018-10-26T15:18:00,Missed Blue Bag,Call Center,0,DPW - Refuse,Spring Garden,1,26,42003241200,1,26,1,11-Jan,-79.98945014,40.47375736,APPROXIMATE
297764,2018-10-26T15:08:00,Drainage/Leak,Call Center,0,DPW - Street Maintenance,Mount Washington,2,19,42003191400,5,19,3,1-Apr,-80.0168703,40.427243,EXACT
297762,2018-10-26T15:00:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,East Liberty,9,11,42003111500,2,11,5,8-Mar,-79.92507407,40.46209846,APPROXIMATE
297763,2018-10-26T15:00:00,Replace/Repair a Sign,Call Center,3,DOMI - TrafficShop,Shadyside,8,7,42003070500,2,7,4,11-Mar,-79.931536,40.454268,EXACT
297761,2018-10-26T14:59:00,Water Main Break,Call Center,1,Pittsburgh Water and Sewer Authority,Shadyside,8,7,42003070900,2,7,4,9-Feb,-79.9473327,40.4488169,EXACT
297760,2018-10-26T14:53:00,Early Set Out,Website,3,DPW - Refuse,Polish Hill,7,6,42003060500,6,6,2,6-Feb,-79.96136529,40.45890235,APPROXIMATE
297759,2018-10-26T14:47:00,Building Maintenance,Call Center,3,"Permits, Licenses and Inspections",Carrick,4,29,42003290400,3,29,3,15-Apr,-79.97655352,40.39087739,APPROXIMATE
297758,2018-10-26T14:44:00,Building Maintenance,Call Center,3,"Permits, Licenses and Inspections",California-Kirkbride,6,21,42003250700,1,21,1,9-Jan,-80.02428159,40.46161558,APPROXIMATE
297757,2018-10-26T14:42:00,Commercial Refuse/Dumpsters,Call Center,0,DPW - Refuse,Bluff,6,1,42003010300,3,1,2,1-Feb,-79.982358,40.43697,EXACT
297756,2018-10-26T14:40:00,Illegal Parking,Call Center,0,Police - Zones 1-6,Morningside,7,10,42003101400,2,10,5,7-Mar,-79.92413453,40.48654294,APPROXIMATE
297755,2018-10-26T14:36:00,Building Maintenance,Control Panel,3,"Permits, Licenses and Inspections",Polish Hill,7,6,42003060500,6,6,2,6-Feb,-79.96150072,40.45914333,APPROXIMATE
297754,2018-10-26T14:32:00,Leak,Call Center,1,Pittsburgh Water and Sewer Authority,Greenfield,5,15,42003151700,3,15,4,15-Feb,-79.93156403,40.42562454,EXACT
297753,2018-10-26T14:30:00,Stump Grind/Removal,Call Center,3,DPW - Forestry Division,Central Business District,6,2,42003020100,6,2,2,4-Jan,-80.00100912,40.44021998,EXACT
297752,2018-10-26T14:28:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Overbrook,4,32,42003320400,5,32,3,23-Apr,-79.99331995,40.38685018,APPROXIMATE
297751,2018-10-26T14:28:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",East Hills,9,13,42003130600,2,13,5,19-Mar,-79.87338,40.455596,EXACT
297750,2018-10-26T14:24:00,Thank you - DPW,Call Center,1,DPW - Administration,Garfield,9,10,42003101700,2,10,5,4-Mar,-79.94333963,40.46739629,APPROXIMATE
297748,2018-10-26T14:22:00,Street Cleaning/Sweeping,Call Center,3,DPW - Street Maintenance,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,-79.8943903,40.4680903,EXACT
297749,2018-10-26T14:22:00,CitiParks Programs,Call Center,1,Parks & Recs-Programs,Sheraden,2,20,42003562500,5,20,6,16-Jan,-80.05806438,40.45822404,APPROXIMATE
297747,2018-10-26T14:21:00,Drug Enforcement,Call Center,0,Police - Zones 1-6,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,-79.89264495,40.46699632,APPROXIMATE
297746,2018-10-26T14:18:00,Potholes,Call Center,0,DPW - Street Maintenance,Sheraden,2,20,42003562500,5,20,6,16-Jan,-80.0518404,40.4594578,EXACT
297745,2018-10-26T14:14:00,City Source (CDBG),Call Center,0,"City Source Associates, Inc.",Upper Hill,6,5,42003050600,3,5,2,22-Feb,-79.96168256,40.45243096,APPROXIMATE
297744,2018-10-26T14:08:00,Traffic,Call Center,0,Police - Zones 1-6,Perry South,6,26,42003261500,1,26,1,23-Jan,-80.0134255,40.4724547,EXACT
297743,2018-10-26T14:05:00,Utility Cut - PWSA,Call Center,1,Pittsburgh Water and Sewer Authority,Highland Park,7,11,42003110600,2,11,5,9-Mar,-79.9153566,40.4717592,EXACT
297742,2018-10-26T14:02:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",Overbrook,4,32,42003320400,5,32,3,23-Apr,-79.9938139,40.3853684,EXACT
297741,2018-10-26T14:00:00,Early Set Out,Website,1,DPW - Refuse,Polish Hill,7,6,42003060500,6,6,2,6-Feb,-79.96151911,40.45918086,APPROXIMATE
297740,2018-10-26T13:55:00,Building Maintenance,Control Panel,3,"Permits, Licenses and Inspections",Polish Hill,7,6,42003060500,6,6,2,6-Feb,-79.96147107,40.45891895,APPROXIMATE
297739,2018-10-26T13:43:00,Potholes,Call Center,3,DPW - Street Maintenance,Homewood South,9,13,42003130400,2,13,5,17-Mar,-79.8861827,40.4520506,EXACT
297738,2018-10-26T13:39:00,Early Set Out,Website,1,DPW - Refuse,South Oakland,6,4,42003040900,3,4,4,10-Feb,-79.96261785,40.4354092,APPROXIMATE
297736,2018-10-26T13:37:00,Potholes,Call Center,0,DPW - Street Maintenance,Beechview,4,19,42003192000,5,19,6,28-Apr,-80.022161,40.4028614,EXACT
297737,2018-10-26T13:37:00,Potholes,Call Center,3,DPW - Street Maintenance,Greenfield,5,15,42003151600,3,15,4,12-Feb,-79.94009995,40.42049096,EXACT
297735,2018-10-26T13:36:00,Potholes,Call Center,0,DPW - Street Maintenance,Beechview,4,19,42003192000,5,19,6,28-Apr,-80.0217141,40.4051615,EXACT
297734,2018-10-26T13:35:00,Missed Pick Up,Call Center,1,DPW - Refuse,Central Lawrenceville,7,9,42003090200,2,9,2,3-Mar,-79.96015652,40.46854157,APPROXIMATE
297733,2018-10-26T13:28:00,Potholes,Report2Gov Android,0,DPW - Street Maintenance,Beechview,4,19,42003192000,5,19,6,28-Apr,-80.03276579,40.40254338,EXACT
297731,2018-10-26T13:22:00,"Manhole Covers, PWSA",Call Center,0,Pittsburgh Water and Sewer Authority,West Oakland,8,4,42003040200,3,4,4,10-Feb,-79.9628374,40.4419548,EXACT
297732,2018-10-26T13:22:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",Bon Air,4,18,42003562400,5,18,3,7-Apr,-79.9974387,40.4097834,EXACT
297730,2018-10-26T13:16:00,Referral,Call Center,0,311,Overbrook,4,32,42003320700,5,32,3,25-Apr,-79.99989414,40.37904592,APPROXIMATE
297729,2018-10-26T13:10:00,Vacant Building,Call Center,1,"Permits, Licenses and Inspections",Beechview,4,19,42003191600,5,19,6,28-Apr,-80.02552,40.41227,EXACT
